0 0 0.0237778
0.001 0 0.0245556
0.002 0 0.0253333
0.003 0 0.0261111
0.004 0 0.0267778
0.005 0 0.0275556
0.006 0 0.0283333
0.007 0 0.0291111
0.008 0 0.0297778
0.009 0 0.0305556
0.01002 0 0.0313333
0.01102 0 0.0321111
0.01202 0 0.0327778
0.01302 0 0.0335556
0.01402 0 0.0343333
0.01502 0 0.035
0.01602 0 0.0357778
0.01702 0 0.0365556
0.01802 0 0.0372222
0.01902 0 0.038
0.02002 0 0.0387778
0.02102 0 0.0395556
0.02202 0 0.0402222
0.02302 0 0.041
0.02402 0 0.0417778
0.02502 0 0.0424444
0.02602 0 0.0432222
0.02702 0 0.044
0.02802 0 0.0446667
0.02902 0 0.0454444
0.03004 0 0.0462222
0.03104 0 0.0468889
0.03204 0 0.0476667
0.03304 0 0.0484444
0.03404 0 0.0491111
0.03504 0 0.0498889
0.03604 0 0.0505556
0.03704 0 0.0513333
0.03804 0 0.0521111
0.03904 0 0.0527778
0.04004 0 0.0535556
0.04104 0 0.0543333
0.04204 0 0.055
0.04304 0 0.0557778
0.04404 0 0.0564444
0.04504 0 0.0572222
0.04604 0 0.058
0.04704 0 0.0586667
0.04804 0 0.0594444
0.04904 0 0.0602222
0.05006 0 0.0608889
0.05106 0 0.0616667
0.05206 0 0.0623333
0.05306 0 0.0631111
0.05406 0 0.0637778
0.05506 0 0.0645556
0.05606 0 0.0653333
0.05706 0 0.066
0.05806 0 0.0667778
0.05906 0 0.0674444
0.06006 0 0.0682222
0.06106 0 0.0688889
0.06206 0 0.0696667
0.06306 0 0.0704444
0.06406 0 0.0711111
0.06506 0 0.0718889
0.06606 0 0.0725556
0.06706 0 0.0733333
0.06806 0 0.074
0.06906 0 0.0747778
0.07008 0 0.0754444
0.07108 0 0.0762222
0.07208 0 0.0768889
0.07308 0 0.0776667
0.07408 0 0.0783333
0.07508 0 0.0791111
0.07608 0 0.0797778
0.07708 0 0.0805556
0.07808 0 0.0812222
0.07908 0 0.082
0.08008 0 0.0826667
0.08108 0 0.0834444
0.08208 0 0.0841111
0.08308 0 0.0848889
0.08408 0 0.0855556
0.08508 0 0.0863333
0.08608 0 0.087
0.08708 0 0.0877778
0.08808 0 0.0884444
0.08908 0 0.0892222
0.0901 0 0.0898889
0.0911 0 0.0906667
0.0921 0 0.0913333
0.0931 0 0.0921111
0.0941 0 0.0927778
0.0951 0 0.0935556
0.0961 0 0.0942222
0.0971 0 0.0948889
0.0981 0 0.0956667
0.0991 0 0.0963333
0.1001 0 0.0971111
0.1011 0 0.0977778
0.1021 0 0.0985556
0.1031 0 0.0992222
0.1041 0 0.0998889
0.1051 0 0.100667
0.1061 0 0.101333
0.1071 0 0.102111
0.1081 0 0.102778
0.1091 0 0.103556
0.11012 0 0.104222
0.11112 0 0.104889
0.11212 0 0.105667
0.11312 0 0.106333
0.11412 0 0.107111
0.11512 0 0.107778
0.11612 0 0.108444
0.11712 0 0.109222
0.11812 0 0.109889
0.11912 0 0.110556
0.12012 0 0.111333
0.12112 0 0.112
0.12212 0 0.112778
0.12312 0 0.113444
0.12412 0 0.114111
0.12512 0 0.114889
0.12612 0 0.115556
0.12712 0 0.116222
0.12812 0 0.117
0.12912 0 0.117667
0.13014 0 0.118333
0.13114 0 0.119111
0.13214 0 0.119778
0.13314 0 0.120444
0.13414 0 0.121222
0.13514 0 0.121889
0.13614 0 0.122556
0.13714 0 0.123333
0.13814 0 0.124
0.13914 0 0.124667
0.14014 0 0.125444
0.14114 0 0.126111
0.14214 0 0.126778
0.14314 0 0.127556
0.14414 0 0.128222
0.14514 0 0.128889
0.14614 0 0.129667
0.14714 0 0.130333
0.14814 0 0.131
0.14914 0 0.131667
0.15016 0 0.132444
0.15116 0 0.133111
0.15216 0 0.133778
0.15316 0 0.134556
0.15416 0 0.135222
0.15516 0 0.135889
0.15616 0 0.136556
0.15716 0 0.137333
0.15816 0 0.138
0.15916 0 0.138667
0.16016 0 0.139333
0.16116 0 0.140111
0.16216 0 0.140778
0.16316 0 0.141444
0.16416 0 0.142111
0.16516 0 0.142889
0.16616 0 0.143556
0.16716 0 0.144222
0.16816 0 0.144889
0.16916 0 0.145667
0.17018 0 0.146333
0.17118 0 0.147
0.17218 0 0.147667
0.17318 0 0.148333
0.17418 0 0.149111
0.17518 0 0.149778
0.17618 0 0.150444
0.17718 0 0.151111
0.17818 0 0.151889
0.17918 0 0.152556
0.18018 0 0.153222
0.18118 0 0.153889
0.18218 0 0.154556
0.18318 0 0.155333
0.18418 0 0.156
0.18518 0 0.156667
0.18618 0 0.157333
0.18718 0 0.158
0.18818 0 0.158667
0.18918 0 0.159444
0.1902 0 0.160111
0.1912 0 0.160778
0.1922 0 0.161444
0.1932 0 0.162111
0.1942 0 0.162778
0.1952 0 0.163556
0.1962 0 0.164222
0.1972 0 0.164889
0.1982 0 0.165556
0.1992 0 0.166222
0.2002 0 0.166889
0.2012 0 0.167556
0.2022 0 0.168333
0.2032 0 0.169
0.2042 0 0.169667
0.2052 0 0.170333
0.2062 0 0.171
0.2072 0 0.171667
0.2082 0 0.172333
0.2092 0 0.173
0.21022 0 0.173778
0.21122 0 0.174444
0.21222 0 0.175111
0.21322 0 0.175778
0.21422 0 0.176444
0.21522 0 0.177111
0.21622 0 0.177778
0.21722 0 0.178444
0.21822 0 0.179111
0.21922 0 0.179889
0.22022 0 0.180556
0.22122 0 0.181222
0.22222 0 0.181889
0.22322 0 0.182556
0.22422 0 0.183222
0.22522 0 0.183889
0.22622 0 0.184556
0.22722 0 0.185222
0.22822 0 0.185889
0.22922 0 0.186556
0.23024 0 0.187222
0.23124 0 0.187889
0.23224 0 0.188556
0.23324 0 0.189333
0.23424 0 0.19
0.23524 0 0.190667
0.23624 0 0.191333
0.23724 0 0.192
0.23824 0 0.192667
0.23924 0 0.193333
0.24024 0 0.194
0.24124 0 0.194667
0.24224 0 0.195333
0.24324 0 0.196
0.24424 0 0.196667
0.24524 0 0.197333
0.24624 0 0.198
0.24724 0 0.198667
0.24824 0 0.199333
0.24924 0 0.2
0.25026 0 0.200667
0.25126 0 0.201333
0.25226 0 0.202
0.25326 0 0.202667
0.25426 0 0.203333
0.25526 0 0.204
0.25626 0 0.204667
0.25726 0 0.205333
0.25826 0 0.206
0.25926 0 0.206667
0.26026 0 0.207333
0.26126 0 0.208
0.26226 0 0.208667
0.26326 0 0.209333
0.26426 0 0.21
